"state","county","precinct_id","year","reg_voters","turnout","dem_votes","rep_votes","median_income","pct_bachelor","race_black","race_hispanic"
"UT","k","P01495",2012,886,584,287,283,56989,57.4,27,1.2
"UT","f","P32881",2012,890,624,310,275,57233,59.7,51.6,77.2
"KS","f","P02046",2020,897,600,300,277,46614,30.1,0.3,35.7
"OH","d","P14362",2012,841,590,294,270,70210,66.3,59.9,17.2
"NY","v","P05822",2012,840,618,306,284,59053,78.5,63.9,46
"AR","u","P16421",2016,830,590,307,275,56160,24.7,36.5,9.5
"NH","g","P14629",2024,847,608,329,263,39028,54.7,34.6,59.4
"MT","f","P02889",2012,904,627,314,272,65499,51.5,23.3,9.4
"AL","y","P40586",2020,835,562,320,308,53259,69.6,68.4,75.1
"MD","v","P20651",2024,876,627,309,286,64101,12.4,38.5,79.4
"VT","t","P39732",2024,812,607,301,290,64046,18.1,35.2,8.5
"IL","n","P04723",2012,887,647,281,250,59396,37.8,17.9,67.8
"MA","b","P01436",2020,817,631,324,287,49925,72.1,27.5,37.1
"NH","z","P32242",2016,828,633,305,289,72440,13.7,45.6,6.9
"AL","b","P36516",2020,807,585,305,289,60603,55.6,59.4,44.6
"NM","x","P18552",2020,872,599,304,287,39217,20.2,22.5,44.2
"SC","a","P33945",2016,863,589,348,282,57548,29.6,46.3,19.7
"CT","j","P33150",2024,843,623,319,280,72824,17.6,21,43.9
"VA","m","P21445",2020,893,594,300,275,63559,29.1,23.9,49.7
"TN","k","P08871",2016,871,618,307,320,56940,17.6,47.7,74.5
"AZ","e","P07412",2020,831,602,268,286,60887,44.6,23.7,72.4
"NV","p","P12349",2020,861,612,329,279,48409,11.3,33.8,68.7
"AZ","n","P27600",2024,845,599,310,247,58142,16.2,7.2,58.8
"RI","n","P36451",2020,856,587,287,273,48836,47.3,5.5,45.6
"OK","u","P22362",2024,860,601,312,275,63225,70.6,32.5,55
"RI","n","P11840",2012,808,630,280,264,44995,47.1,59.8,10.2
"NV","r","P26562",2012,858,606,291,257,57510,15.5,0.8,43.1
"NE","o","P44252",2024,861,600,316,311,55295,63.6,23.8,31.6
"SC","d","P01943",2012,837,593,306,258,49002,22.6,35.1,47.2
"WA","r","P46612",2012,860,605,308,291,54843,41.7,2.4,75.6
"CO","u","P28963",2016,851,610,297,275,47839,49.4,0.4,31.9
"MO","a","P26916",2016,876,603,285,293,52708,43.5,2.8,18.8
"MT","n","P48058",2024,823,587,324,285,53583,41.5,25.3,6.3
"AZ","p","P31308",2024,888,579,288,268,63445,37.3,1.1,44.2
"RI","d","P25355",2016,859,592,307,309,45291,72.1,34.2,56.6
"AZ","e","P43396",2024,817,588,270,292,41895,28.5,43.1,53.9
"IL","w","P26958",2024,803,597,315,295,59216,14.7,58.9,65
"AR","l","P32901",2020,845,593,294,276,77532,49,38.7,19.1
"AK","u","P13944",2016,857,587,299,254,55637,69,39.3,24.9
"TX","f","P25055",2012,851,601,289,266,46267,58.9,42.7,41.2
"NC","o","P02178",2012,881,592,298,279,45592,14.1,59.2,47.2
"OK","d","P42660",2012,836,651,310,302,52751,63.5,15.7,21.2
"GA","c","P38005",2024,900,642,297,262,48166,13.3,61,37.2
"MS","a","P47209",2020,830,615,262,256,52004,46,60.7,74.7
"IN","s","P06523",2016,866,594,302,305,54207,43.1,61,7.2
"LA","e","P48332",2024,868,614,325,268,47181,59.1,17.4,64.8
"WV","d","P49017",2016,820,619,259,298,68320,41.6,48.4,69.5
"NV","u","P47373",2016,844,595,304,278,50707,44.5,36.6,2.5
"UT","u","P19777",2016,894,610,296,305,69030,57.6,52.9,38.5
"MO","n","P42956",2012,912,586,286,288,49759,71.7,22.7,38.5
"CO","f","P23767",2016,819,604,292,262,26524,34.2,32.3,19.5
"SC","j","P32992",2016,847,602,311,290,71639,13.2,31.8,7.9
"VA","b","P27523",2020,865,593,311,262,57566,10.5,35.6,43.8
"TX","d","P37787",2024,871,638,326,288,52321,62.8,63.6,38.7
"SD","g","P07396",2016,839,587,280,256,47380,31.3,30,49.3
"CO","f","P06083",2024,807,597,285,255,79343,48.5,56.5,52.7
"MI","n","P20574",2016,852,606,311,284,54637,22.3,16.6,10.7
"NV","o","P15255",2024,839,583,278,252,61535,30.4,46.1,15.2
"MI","a","P27389",2016,866,593,318,309,47173,66.8,38,57.8
"NY","a","P32428",2020,841,607,312,276,51607,12.7,31,6.1
"NE","m","P32509",2016,899,604,329,260,58541,46.8,59.3,32.8
"WA","t","P21710",2024,860,602,318,296,63594,28.6,48.6,46
"TN","d","P38955",2024,867,638,316,272,79004,53.2,17.6,51.9
"SC","x","P42315",2012,913,606,309,295,44084,74.6,49.6,1.8
"CO","u","P29761",2020,832,593,282,300,51660,35.4,9.9,49.9
"OK","o","P36685",2020,850,587,292,297,58156,45,67.7,5.8
"MI","b","P27136",2020,839,554,298,289,49179,53.3,39.4,70.8
"VA","c","P17130",2024,849,592,295,284,60321,73.4,36.1,14.2
"MS","b","P04053",2024,843,602,289,291,53748,18.7,39.9,20.3
"CO","p","P06377",2016,841,564,308,302,55976,19.8,13.2,37.4
"MA","q","P10581",2016,789,641,259,278,50230,32.6,5,34.5
"OK","h","P13643",2024,807,595,302,272,57601,70.6,34.7,74.9
"MO","o","P21917",2024,857,593,310,236,64591,16.4,66.4,30.5
"SC","y","P13376",2024,863,568,287,250,63917,73.4,18.8,0.8
"FL","f","P21685",2012,858,625,317,283,57528,25.8,48.8,77.6
"OH","z","P23879",2016,843,565,315,324,49729,42.2,40.8,25.3
"VT","o","P04170",2012,830,592,333,303,50214,54.2,6.7,20.6
"VT","n","P34725",2024,844,616,315,300,52625,36,27.6,38
"NV","b","P30825",2016,839,650,301,277,47572,50.3,19.6,17.9
"ND","e","P33939",2024,834,626,292,259,44753,31.4,58.3,21.7
"MI","t","P27887",2020,875,639,276,305,67249,76,68.3,70.1
"ID","e","P11680",2012,864,573,325,285,59987,32.1,16.3,29.8
"HI","v","P41400",2012,897,599,326,289,55381,41.3,60,29
"MO","d","P30253",2020,845,634,305,281,50861,46,32.2,79.4
"NJ","b","P03116",2016,859,610,288,271,47931,55.6,66.6,68.2
"ND","g","P28566",2024,854,618,293,297,44722,19.3,55.8,23
"GA","d","P33109",2012,824,573,282,262,41418,67.9,38.9,14.2
"TN","k","P35710",2024,813,606,311,272,60222,13.2,53.6,70.7
"CO","p","P40712",2024,848,636,301,289,47447,67.3,42.1,58.3
"SC","o","P15042",2016,856,610,274,264,46929,63.3,16.9,33.7
"MA","g","P19968",2016,858,539,290,269,59649,30.1,52.7,8.4
"NV","w","P19080",2024,852,604,307,286,68224,56.5,54.8,42.8
"ND","a","P00811",2020,872,604,293,305,50614,60.9,62,50.3
"OR","t","P29595",2020,904,625,264,277,55496,52.7,7.8,7
"TX","z","P21086",2012,877,559,307,263,48069,47.6,47.3,17.7
"GA","b","P15858",2020,810,612,324,294,65801,33.9,32.2,50.9
"OR","f","P05716",2020,858,578,262,274,67782,17,23.8,39.7
"NV","g","P10681",2012,887,606,310,262,55861,52.7,42.2,31.9
"DE","o","P43982",2016,837,554,286,292,66625,71,6.6,66.8
"MO","n","P25303",2020,872,640,305,272,54680,12.5,54.5,40.8
"IA","h","P34889",2020,860,610,302,261,56889,17.9,28.4,19.1
"CA","o","P17028",2012,858,644,320,242,66576,40.9,44.3,55.2
"AR","j","P46676",2012,886,578,286,291,47195,74.8,55.4,70
"KS","q","P48792",2012,871,602,302,258,63217,31.2,21.3,44.1
"AR","v","P33356",2012,876,565,325,276,62585,34.7,25.4,50.9
"AZ","l","P30263",2016,878,608,318,308,51304,14.6,10.1,0
"CA","i","P23930",2016,885,577,301,286,53053,10.4,63.9,22.9
"OK","z","P34133",2016,878,649,290,254,52104,74.6,57.7,30.4
"WA","j","P40772",2016,892,622,262,282,45146,54.3,16,75.2
"MO","r","P18307",2024,817,624,269,318,50419,71.7,59.5,73.7
"NM","k","P11166",2024,834,617,304,271,31417,14.2,31.4,4.2
"CA","f","P43222",2016,849,631,314,321,43317,36.8,62.1,64.4
"MO","d","P37975",2024,894,601,289,244,60888,43.4,45.1,70.4
"DE","c","P42517",2020,835,557,300,312,56386,66.2,36.3,32.3
"MN","x","P47486",2012,875,589,287,282,64130,61.4,69.6,51.9
"KS","s","P40247",2024,865,591,285,276,60331,71.8,27.2,29.3
"AK","k","P30940",2020,871,606,286,303,54053,52,22.9,63.6
"RI","r","P37105",2016,873,611,335,331,49946,24.2,30.1,39.7
"NM","e","P19374",2024,862,568,291,316,59289,76.7,13.4,67.1
"NM","d","P10887",2012,882,595,285,288,67557,50.4,1,25.3
"SD","v","P04936",2020,882,632,307,282,56753,73.9,66.9,41.4
"OH","u","P40782",2012,872,636,297,294,56201,27.2,32,70.3
"OR","i","P10367",2012,872,576,301,263,50426,56.5,6.1,8.7
"VT","q","P28696",2016,867,571,288,274,71899,17.4,51.3,5.9
"MD","j","P08736",2024,855,565,301,254,69038,79.8,11.9,54.8
"NE","i","P33419",2024,858,567,291,283,49194,20.3,10.4,73.8
"SD","g","P44423",2012,846,527,289,271,42210,14.7,32,65.5
"NJ","e","P37369",2016,866,577,289,258,44599,55.1,70,77.8
"ID","g","P18236",2024,837,600,279,296,60691,20.4,10.5,37.8
"GA","u","P48660",2016,859,607,301,288,36446,75,56.2,26.6
"NJ","z","P24244",2024,898,621,275,266,62945,21.5,52.4,5
"CT","j","P07898",2012,913,628,294,273,63814,25.4,68.4,72.2
"PA","f","P14494",2012,879,615,328,266,49917,22.2,58.3,40.8
"MN","p","P21845",2024,785,629,308,292,47496,40.5,40.6,26.4
"AR","s","P21241",2012,875,654,313,275,42132,77.4,34.1,28.2
"SD","t","P40636",2020,863,573,322,236,53417,58.4,39.5,46.4
"ND","l","P32906",2012,857,581,294,304,61621,11.5,6,7.8
"NV","c","P06552",2020,923,619,285,270,67075,73,43.5,47.1
"CT","d","P17902",2020,850,621,300,251,69232,68.1,58.4,57.7
"OR","o","P04049",2020,849,612,309,268,64395,24.3,28.3,53.1
"NJ","a","P31459",2020,838,567,320,286,55845,50.5,64.3,76.4
"NE","k","P31011",2024,872,609,345,303,50695,66.1,39.3,51.2
"LA","t","P27363",2012,858,586,318,309,67617,36.6,2.9,11.9
"CA","c","P08384",2024,853,596,314,278,52502,73.7,19.4,43.1
"MO","s","P18104",2012,818,594,313,244,41688,16.7,60.9,61.6
"MO","w","P03624",2016,822,564,326,270,57001,12.2,22.2,30.6
"ID","g","P08404",2024,801,608,293,294,47452,34.8,58.8,72.2
"ME","f","P07718",2020,831,579,307,292,65899,32.1,16,36.3
"LA","w","P07497",2020,848,606,303,310,55155,65.6,61.1,33.9
"AK","r","P07189",2016,832,593,283,273,37733,11,37.5,78
"NJ","r","P47268",2020,857,603,293,244,41027,73.4,62.5,43.3
"WV","t","P00653",2016,883,588,287,255,50991,20.9,4.6,35.6
"KS","f","P35771",2012,869,608,288,255,59433,47.2,28.1,43
"KS","q","P15630",2016,844,588,287,247,67192,51.3,7.9,42.5
"NE","n","P24483",2016,827,598,297,299,62992,32.3,10.2,58.7
"GA","y","P28622",2012,806,605,316,267,60407,56.5,36.1,28.4
"MT","s","P33378",2012,800,594,262,287,63729,25.9,22.8,30.8
"NM","z","P22266",2024,846,582,304,281,58732,65.7,10.2,41.2
"NE","w","P21955",2016,898,577,271,306,54243,42.1,0.8,26.6
"WA","v","P48649",2024,847,618,285,270,43831,28.3,18.2,58.4
"TX","v","P10964",2012,894,633,316,284,60701,40.5,62.9,31.9
"TN","t","P21723",2016,815,635,309,260,69106,21.3,17.1,72.3
"NV","j","P00178",2016,826,578,299,282,65026,62.8,18.8,34.5
"UT","b","P23800",2016,876,610,304,275,60423,13.9,44.7,12.2
"OH","b","P19301",2012,862,580,263,265,44826,37.1,44.4,74.4
"NE","z","P20958",2024,851,572,308,275,56319,72,37.6,57.1
"DE","a","P40213",2020,868,582,303,281,38252,30.9,0.4,12.2
"KY","s","P19686",2020,831,598,271,307,53387,47.9,46.2,57.2
"CA","p","P38502",2024,895,599,304,274,62846,17.1,61.8,79.3
"MT","y","P19795",2016,788,615,276,308,48606,66.6,28.6,32.2
"NY","c","P48217",2020,822,627,271,304,55954,37.3,64.2,10.1
"IL","q","P39727",2016,831,573,297,272,72492,57.7,8.9,42.4
"RI","w","P35562",2020,832,618,298,271,52137,70.7,10.2,22.1
"KY","j","P27304",2024,843,600,290,289,59855,33.6,4.5,51.7
"DE","k","P33666",2016,803,586,298,277,58502,41,63.1,13.7
"VA","s","P35702",2024,814,637,309,282,69216,23.2,58.1,13.2
"RI","l","P03187",2012,876,573,312,275,50492,17.5,17.4,22.7
"ME","n","P16200",2012,875,615,308,274,54255,51.3,41.1,13.4
"TX","u","P38999",2020,876,628,310,269,60206,71.6,31.3,10.8
"MN","y","P09401",2020,802,591,310,271,53641,27.2,63.2,56.6
"AL","e","P35630",2012,820,643,325,287,73242,74,34.9,52.3
"SD","v","P09958",2012,845,571,306,294,60328,33.8,47.9,60.6
"MA","m","P48863",2020,812,605,275,264,62713,76.9,59.1,16.9
"MS","g","P25138",2016,844,585,285,305,59030,70.9,29.6,31.4
"IA","h","P37753",2016,825,623,293,281,57440,39.4,33.8,12
"OH","h","P06449",2016,846,588,320,272,64990,22.2,26.1,16.5
"VA","l","P44332",2024,856,575,304,272,62888,48.2,52.2,70.5
"WA","a","P03956",2016,874,596,318,294,55052,48.5,39.9,71
"CO","w","P10533",2024,871,592,296,309,63635,64.5,47,5.8
"CO","l","P09137",2020,804,565,290,310,66479,52.6,46.9,44.1
"AR","k","P29759",2024,856,600,292,308,67340,64.1,32.5,52.2
"AZ","p","P48329",2016,778,617,323,268,45903,75.9,34.1,24.1
"MT","c","P14800",2020,865,602,302,295,58377,12.2,54.6,22.1
"AL","l","P37736",2012,810,626,308,286,58220,39.4,5.2,75.9
"AR","a","P10311",2020,868,591,286,263,53049,54.2,25.8,54.5
"MI","q","P41816",2016,843,651,274,299,69474,54.7,37.1,21
"GA","h","P46236",2016,785,613,304,292,69633,10.8,55.2,61.8
"MO","f","P07368",2024,867,617,294,279,43002,58.5,37.3,38.4
"FL","j","P24850",2012,825,585,327,285,60309,41.2,51.2,41.9
"UT","c","P23595",2024,895,591,278,259,37271,37.2,47.5,18.5
"MA","q","P05449",2024,837,584,319,304,57081,18.9,2.8,10
"LA","r","P33876",2020,775,568,248,292,62599,64.4,46.1,65.9
"FL","m","P44502",2024,811,587,283,275,60118,29.3,5.3,37.8
"CO","b","P11083",2024,827,574,277,293,57141,33.9,4.2,27.8
"VT","c","P35391",2016,840,520,284,278,56551,27,41.6,51.5
"UT","c","P10910",2024,849,549,284,282,46552,68.4,21.6,76.2
"AK","a","P27585",2020,844,603,280,297,58834,37.1,18.1,9.1
"ME","j","P35983",2024,821,661,293,271,50874,61.6,62.4,49.7
"NY","m","P45661",2012,842,627,324,296,41554,26.6,43.8,8.3
"CT","c","P08382",2012,817,588,287,251,47586,66.7,55.3,35
"NM","g","P43837",2012,810,608,293,300,66267,69.7,69.4,47.5
"VT","d","P49491",2020,845,609,310,284,66641,22.7,5.3,35.4
"AZ","w","P05091",2024,846,598,286,299,39929,75,16,31.5
"CA","m","P12223",2020,865,610,295,266,49518,31.6,14.9,1.5
"NH","p","P11922",2020,863,624,287,271,46760,42.2,25.8,74.8
"NC","a","P46892",2020,871,566,280,283,54405,44.2,62.6,41.9
"GA","i","P01187",2024,810,594,347,264,59373,12.2,33.3,70.9
"KS","h","P07856",2012,817,596,301,252,53967,48.9,24.1,18.7
"MT","y","P23394",2012,905,633,280,279,47655,40.6,45.8,76.4
"NY","l","P45255",2024,870,645,282,266,47962,79.2,34.6,44
"OR","d","P24150",2016,855,596,310,285,56262,28.7,26.7,8.3
"FL","n","P14591",2012,855,578,289,278,62173,20.2,34,79.7
"MD","m","P24422",2020,843,575,318,301,54938,52,54,59.8
"IL","b","P20046",2012,818,609,308,273,52978,66.6,11.3,29.3
"TX","w","P09016",2012,884,597,271,284,47024,27.3,58.9,41.4
"NH","p","P02116",2016,893,624,287,254,38634,52.9,59.2,55.8
"RI","v","P06080",2024,842,603,310,285,57185,27.6,63.8,48.5
"ME","w","P13368",2020,892,616,301,290,32071,65.5,17.8,30.2
"OK","k","P13544",2020,883,635,293,267,77350,40.6,37.1,1.6
"KY","s","P12608",2012,824,575,331,300,62244,53.6,62.6,71.9
"WA","c","P22752",2024,795,598,280,268,63168,57.3,3.5,21
"KS","s","P28306",2024,901,563,300,271,46207,19.2,45.2,2.9
"ND","o","P30751",2020,863,617,312,294,55466,73.5,60.7,0.1
"MD","p","P40997",2016,836,594,275,269,49148,48.4,19.5,38.6
"NV","e","P22317",2024,847,580,308,239,49085,69.3,45.9,44
"VA","p","P01935",2024,852,655,295,291,62975,73.2,4.4,34.3
"MD","u","P48119",2024,829,656,315,285,53061,41.2,33.3,39.9
"CA","g","P38355",2024,873,634,311,286,58466,23,9.3,29.1
"IL","h","P09569",2016,854,619,323,270,40627,59.7,52.2,26
"MI","s","P42647",2024,875,605,272,255,58486,32.1,13.6,69.7
"AR","e","P05636",2024,870,592,309,284,56895,23,6.5,66.3
"CA","x","P29171",2020,883,616,295,279,78541,52,16.6,49.9
"KS","i","P02006",2024,854,609,319,271,55714,11.7,6.5,72.6
"FL","d","P33452",2012,856,596,306,296,51019,76.6,23.5,64.2
"IL","m","P03176",2016,884,605,319,286,65980,74.4,17.5,79.8
"LA","f","P39979",2024,847,597,277,274,67437,65.5,57.7,76.4
"MN","y","P33992",2016,828,639,338,260,62259,66.9,47,44.9
"MN","j","P21920",2020,851,599,299,255,68365,48.6,36.6,12.4
"UT","b","P15202",2024,858,638,307,283,29119,32.2,53.9,6.3
"IN","t","P45796",2012,864,607,287,277,42850,34.3,31.4,10.4
"AK","y","P27971",2016,889,564,356,304,53135,10.6,19.8,56.4
"AZ","x","P21087",2016,854,582,319,267,67045,30.2,12.7,1.8
"NM","f","P26400",2020,865,597,287,299,59021,77.4,1.6,24.2
"FL","i","P11638",2024,849,579,276,295,50232,78.6,16.7,59
"NH","x","P38837",2020,813,560,312,260,50367,12.2,19.8,42.3
"MA","j","P39545",2012,885,573,283,255,43314,13.5,53.9,45.9
"SD","k","P43029",2012,873,604,292,289,52066,59.2,29.6,8.5
"TX","x","P38418",2020,831,552,315,281,50125,73.1,34.8,49.8
"KS","e","P03712",2012,876,581,306,280,51333,64.9,56.1,1.3
"MD","w","P20474",2012,856,621,277,315,58614,34.3,41.6,50.2
"VT","d","P05137",2024,912,601,292,268,56094,16.8,29,63.8
"MS","b","P40935",2012,849,598,305,271,58944,41.5,40.8,26.4
"AZ","h","P38164",2020,853,585,274,263,62182,51.3,24.4,70.6
"MS","z","P04712",2024,887,569,277,298,60233,13.5,29.4,58.1
"MA","r","P47990",2024,875,615,290,288,46907,44.3,45.5,39.1
"FL","q","P13776",2020,850,559,275,284,57207,25.3,33.9,30.6
"AZ","t","P16134",2012,830,601,289,266,58578,19.3,66.1,50.8
"FL","k","P41556",2012,849,613,307,259,74934,46.3,64.4,27.8
"ND","f","P44834",2012,843,593,300,273,56258,52,66.8,25.7
"MN","f","P47945",2016,811,607,303,278,41313,52.3,67.6,58.2
"OR","m","P10192",2020,818,616,283,281,57621,25.6,12.3,76.6
"LA","t","P21244",2020,865,598,314,269,58833,48,64.5,59.3
"MI","z","P41138",2020,820,611,298,291,48365,31.5,32,42.3
"OH","p","P45808",2016,857,564,297,273,52212,67.1,42.2,5.1
"CT","z","P28434",2020,830,610,301,288,55592,67,52.4,12.6
"VT","x","P15345",2024,850,599,316,304,51730,74.6,47.4,25.7
"MT","e","P05740",2024,827,628,285,319,53844,63.1,54.3,60.3
"TN","n","P18268",2024,814,611,307,261,59551,67.2,17.1,4.9
"IL","i","P03666",2024,826,605,309,296,42120,40.7,47.7,74.4
"AZ","l","P45397",2016,868,565,311,270,73852,17.7,31.9,6.4
"GA","i","P01111",2012,830,600,311,295,48201,28,60.2,76.5
"OK","w","P24745",2012,896,586,297,280,54570,28.5,47.7,29
"NC","v","P49283",2016,870,578,278,292,60355,55.7,33.4,37.8
"MT","h","P28105",2024,838,575,307,279,54624,71.8,7.8,35.2
"NJ","r","P13049",2016,868,576,311,274,61436,19.1,15.7,13
"NV","t","P16055",2024,867,633,314,308,51073,34.9,8.2,69.7
"AK","w","P19633",2012,817,606,325,271,61950,18.2,46.1,30.6
"MD","u","P02855",2012,871,590,320,318,63615,74,20.7,23.7
"MT","b","P13519",2020,806,631,299,274,55090,39.9,28.3,41.2
"MT","a","P15862",2012,881,636,292,312,58490,77.7,17.5,17.1
"MS","y","P08155",2016,906,538,277,266,47597,64.5,35.9,5.1
"TN","y","P02413",2020,906,565,299,291,43402,26.2,60.1,28.2
"TX","x","P26049",2024,897,598,284,282,51179,17.6,55.9,56.4
"IA","d","P29370",2024,867,630,341,286,51208,55.7,40.3,21.3
"MN","b","P32667",2024,770,601,304,265,65710,31.9,65.2,31.4
"VT","r","P42670",2024,825,593,320,278,52829,70.8,30.7,72
"RI","l","P13778",2016,874,561,319,281,47633,71.5,47.3,9.6
"AR","z","P01221",2016,867,597,297,284,49337,79.3,45.9,5.4
"NM","r","P26325",2016,843,612,305,272,55520,36.4,16.1,79.3
"MT","p","P46824",2012,818,602,298,284,74813,33.2,5.1,73.5
"CO","e","P49725",2024,847,597,343,285,60768,27,42.4,20.9
"AK","c","P46313",2024,845,615,282,260,64971,20.1,65.7,47.8
"NH","z","P45590",2016,853,593,305,302,61667,50.6,2.6,38.6
"RI","j","P29535",2016,834,619,262,289,51849,63.1,69.2,34.8
"UT","h","P40435",2020,839,601,316,280,43414,66.1,20.3,54.3
"TN","i","P32294",2024,829,639,310,292,64814,44.4,30,16.4
"NH","k","P48428",2016,862,592,318,266,54990,74.3,62.4,58.7
"MS","s","P32188",2016,822,575,290,296,50690,70.5,67.9,41.3
"OK","b","P16127",2020,831,631,289,256,57340,20,22.2,71.2
"SC","k","P17828",2020,878,587,301,305,65022,54.1,10.5,39.9
"MD","x","P28978",2012,854,582,318,284,65178,41.6,57.8,59.2
"FL","f","P07158",2016,885,599,280,281,44455,69.2,10.3,15.4
"MT","x","P25904",2024,881,612,306,291,57346,14.2,13.9,74.8
"NJ","v","P04793",2016,823,590,300,311,54096,40.3,38.7,16.2
"TX","i","P23902",2012,818,537,309,301,45976,59.1,68.7,45.3
"AK","u","P05422",2020,840,579,323,268,58838,62.9,6.1,0.8
"AZ","j","P34323",2016,886,619,313,291,40604,77.8,15.5,67.7
"MI","q","P04381",2016,846,588,304,272,56926,18,18.6,22.4
"CT","x","P26127",2016,884,599,301,273,47483,11.2,47.1,57.3
"HI","a","P01864",2020,852,617,296,284,70066,60.5,42.8,69.9
"NH","r","P07486",2012,864,620,303,274,54883,36.3,59,8.6
"KS","c","P17507",2020,824,566,309,285,48768,11,62,39.5
"ID","c","P28976",2016,850,583,307,284,53237,48.3,35.5,1.6
"RI","u","P25409",2012,873,611,295,294,53136,26.3,49.9,31.9
"AL","a","P10139",2016,831,603,307,287,44362,18.2,38.2,39.3
"UT","t","P10827",2012,857,580,298,272,62362,50.5,41.3,27
"AR","j","P34426",2020,854,623,284,289,54376,68.9,29.2,75.7
"MO","y","P08810",2024,847,622,276,260,56081,44.1,41.7,33.3
"TX","r","P44740",2024,855,621,294,300,62775,19.4,53.9,54.9
"NE","l","P11528",2012,823,590,314,275,39385,17,10.8,79.2
"MS","v","P37915",2012,819,591,310,281,41768,68.6,44.4,16.4
"IL","m","P14411",2024,851,637,284,325,62483,79.7,2.8,47.7
"KS","x","P27066",2012,864,592,319,287,51926,10.5,37.5,56.3
"IL","a","P35078",2024,839,592,300,265,52455,16.4,46.6,45.2
"SC","g","P07648",2020,843,606,294,314,75511,72.5,66.4,69.5
"ME","i","P44067",2024,841,577,276,317,42634,48.9,40,30.9
"AK","x","P28827",2020,905,628,302,275,55945,49.3,64.9,20.6
"TN","p","P18151",2020,927,621,318,276,67930,13.9,18.2,53.7
"MO","o","P25695",2024,879,584,285,260,49429,17.6,61,62.2
"AR","c","P12181",2016,897,592,291,306,42882,75.3,44.5,59.1
"NM","l","P25184",2024,879,580,302,243,55859,34.5,37.3,52.2
"UT","d","P30352",2012,851,603,302,264,34881,48.5,4,56.9
"VA","m","P37345",2016,837,573,336,269,46757,28.5,52.4,21.6
"MT","n","P31427",2016,932,601,303,302,66845,36.7,62.9,24.9
"WV","m","P42542",2020,819,605,302,297,58141,15.7,44.2,28.5
"VA","t","P06764",2020,840,602,312,292,60281,18.2,58.5,45.1
"KS","t","P32544",2012,886,577,283,268,44671,58.5,4.9,33
"KY","c","P12062",2016,863,609,297,248,55699,19.5,21.9,36.6
"AZ","n","P17573",2020,831,538,312,283,69874,32.7,46.1,27.4
"VA","u","P24541",2012,901,575,294,256,69546,28.2,67.8,37.1
"WA","y","P24418",2012,888,571,304,256,48915,77.9,51.3,9.5
"IA","t","P49592",2020,823,598,298,272,62208,49.1,8.3,26
"ID","p","P36716",2016,851,649,322,287,77507,26.2,3.8,76
"ND","e","P27020",2024,806,644,332,286,51778,71.8,6.9,0.7
"NH","h","P09860",2024,826,557,277,278,48784,76.2,60.7,70
"SC","k","P02164",2020,856,585,289,273,69803,26.7,65.8,0.2
"NH","y","P16596",2016,826,617,287,311,40042,78.9,54.3,48.4
"MI","n","P29467",2016,856,577,326,264,30174,51.4,7.2,51.9
"MT","w","P05811",2016,849,570,289,277,53982,76,20.8,42.3
"OR","x","P37458",2012,845,633,308,305,77144,36.1,33.6,12.9
"LA","t","P25244",2012,894,620,323,276,55463,65.1,25.7,35.5
"MT","e","P42088",2012,851,600,270,293,58186,67,27.4,51.8
"TN","t","P10870",2024,831,652,276,279,63487,10.7,54.8,20.3
"OR","i","P36699",2012,837,574,328,296,46626,23.6,53.5,0.2
"MI","p","P06116",2020,844,607,290,273,39777,61.7,40.3,21.6
"NV","d","P37981",2012,824,584,278,287,58959,77.2,67.6,31.5
"KY","o","P43242",2012,793,580,292,285,53756,25.6,69.1,23.5
"NM","y","P04693",2016,844,600,261,254,42941,45.7,10.2,77.3
"WA","q","P39687",2016,856,615,301,265,66371,69.5,47.2,44.4
"ID","d","P40664",2024,819,607,295,273,46598,72.4,13.4,52.1
"CA","k","P15817",2012,873,600,281,268,52765,66.6,13.2,28.6
"WA","t","P37390",2012,843,559,317,288,51373,22.6,51.3,69.4
"VT","k","P27582",2020,866,612,302,287,41325,50.4,52.4,24.4
"NM","h","P49511",2016,824,630,303,286,44125,14.2,42.4,55.8
"AK","w","P42391",2016,842,606,297,245,66444,28.3,44.8,26.7
"DE","z","P21699",2024,838,557,299,279,57307,77.7,22,24.6
"OH","a","P32884",2012,810,674,295,270,46785,57.6,51.2,21.7
"TN","s","P27218",2016,851,643,279,265,42027,48,52.1,76.4
"MA","r","P04752",2020,866,578,342,284,45931,24.1,16.5,0.7
"KS","q","P42616",2012,848,572,285,272,61272,68.9,1.4,17.1
"MD","i","P10241",2016,891,571,326,290,57955,28.8,15,38.7
"AL","j","P01775",2012,817,585,316,297,51187,42.9,68.5,53.3
"CO","u","P02964",2016,932,562,290,269,71307,23.8,68.8,7.3
"VT","w","P26736",2012,874,586,302,268,53752,19.4,34,20.8
"NM","d","P14666",2020,878,593,340,293,48351,52.5,50.3,79.6
"RI","v","P29099",2016,827,618,291,272,45401,50,46.5,16.5
"SD","m","P01778",2020,841,603,309,260,36620,22.4,37.4,7.7
"SC","h","P43891",2020,837,559,302,269,56943,63.8,5.8,21.2
"GA","j","P32992",2016,838,558,317,272,58976,18,61.4,68.3
"NC","z","P36306",2012,889,594,327,298,51481,25.4,59.1,53.8
"TN","p","P10008",2024,862,609,274,256,52529,16,66.7,3.1
"WA","i","P17131",2024,885,556,328,306,23380,55.7,55.4,12.5
